"rate_mode","physical_rate_khz","bandwidth_khz","super_frame_num","tested_combinations","normal_combinations","fallback_combinations","max_supported_ul_dl_sum"
"18","128","500","48","256","256","0","32"
"18","128","500","49","256","0","256","0"
"18","128","500","50","256","256","0","32"
"18","128","500","51","256","0","256","0"
"18","128","500","52","256","0","256","0"
"18","128","500","53","256","0","256","0"
"18","128","500","54","256","0","256","0"
"18","128","500","55","256","0","256","0"
"18","128","500","56","256","220","36","24"
"18","128","500","57","256","0","256","0"
"18","128","500","58","256","0","256","0"
"18","128","500","59","256","0","256","0"
"18","128","500","60","256","253","3","30"
"18","128","500","61","256","0","256","0"
"18","128","500","62","256","0","256","0"
"18","128","500","63","256","0","256","0"
"18","128","500","64","256","255","1","31"
"18","128","500","65","256","0","256","0"
"18","128","500","66","256","0","256","0"
"18","128","500","67","256","0","256","0"
"18","128","500","68","256","0","256","0"
"18","128","500","69","256","0","256","0"
"18","128","500","70","256","0","256","0"
"18","128","500","71","256","0","256","0"
"18","128","500","72","256","0","256","0"
"18","128","500","73","256","0","256","0"
"18","128","500","74","256","0","256","0"
"18","128","500","75","256","0","256","0"
"18","128","500","76","256","0","256","0"
"18","128","500","77","256","0","256","0"
"18","128","500","78","256","0","256","0"
"18","128","500","79","256","0","256","0"
"18","128","500","80","256","0","256","0"
"18","128","500","81","256","0","256","0"
"18","128","500","82","256","0","256","0"
"18","128","500","83","256","0","256","0"
"18","128","500","84","256","0","256","0"
"18","128","500","85","256","0","256","0"
"18","128","500","86","256","0","256","0"
"18","128","500","87","256","0","256","0"
"18","128","500","88","256","0","256","0"
"18","128","500","89","256","0","256","0"
"18","128","500","90","256","0","256","0"
"18","128","500","91","256","0","256","0"
"18","128","500","92","256","0","256","0"
"18","128","500","93","256","0","256","0"
"18","128","500","94","256","0","256","0"
"18","128","500","95","256","0","256","0"
"18","128","500","96","256","0","256","0"
"18","128","500","97","256","0","256","0"
"18","128","500","98","256","0","256","0"
"18","128","500","99","256","0","256","0"
"18","128","500","100","256","0","256","0"
