"rate_mode","physical_rate_khz","bandwidth_khz","super_frame_num","brd_blocks","ul_blocks","dl_blocks","total_ul_dl_blocks","raw_period_us","frame_period_us","frame_count","added_gap_us","normal_solution","total_duration_us"
"7","8","250","3","2","9","9","18","1469725","1500000","6","30275","1","9000000"
"7","8","250","3","2","9","10","19","1535261","2000000","3","464739","1","6000000"
"7","8","250","3","2","9","11","20","1600797","2000000","3","399203","1","6000000"
"7","8","250","3","2","9","12","21","1666333","2000000","3","333667","1","6000000"
"7","8","250","3","2","9","13","22","1731869","2000000","3","268131","1","6000000"
"7","8","250","3","2","9","14","23","1797405","2000000","3","202595","1","6000000"
"7","8","250","3","2","9","15","24","1862941","2000000","3","137059","1","6000000"
"7","8","250","3","2","9","16","25","1928477","2000000","3","71523","1","6000000"
"7","8","250","3","2","10","1","11","1010973","1500000","6","489027","1","9000000"
"7","8","250","3","2","10","2","12","1076509","1500000","6","423491","1","9000000"
"7","8","250","3","2","10","3","13","1142045","1500000","6","357955","1","9000000"
"7","8","250","3","2","10","4","14","1207581","1500000","6","292419","1","9000000"
"7","8","250","3","2","10","5","15","1273117","1500000","6","226883","1","9000000"
"7","8","250","3","2","10","6","16","1338653","1500000","6","161347","1","9000000"
"7","8","250","3","2","10","7","17","1404189","1500000","6","95811","1","9000000"
"7","8","250","3","2","10","8","18","1469725","1500000","6","30275","1","9000000"
"7","8","250","3","2","10","9","19","1535261","2000000","3","464739","1","6000000"
"7","8","250","3","2","10","10","20","1600797","2000000","3","399203","1","6000000"
"7","8","250","3","2","10","11","21","1666333","2000000","3","333667","1","6000000"
"7","8","250","3","2","10","12","22","1731869","2000000","3","268131","1","6000000"
"7","8","250","3","2","10","13","23","1797405","2000000","3","202595","1","6000000"
"7","8","250","3","2","10","14","24","1862941","2000000","3","137059","1","6000000"
"7","8","250","3","2","10","15","25","1928477","2000000","3","71523","1","6000000"
"7","8","250","3","2","10","16","26","1994013","2000000","3","5987","1","6000000"
"7","8","250","3","2","11","1","12","1076509","1500000","6","423491","1","9000000"
"7","8","250","3","2","11","2","13","1142045","1500000","6","357955","1","9000000"
"7","8","250","3","2","11","3","14","1207581","1500000","6","292419","1","9000000"
"7","8","250","3","2","11","4","15","1273117","1500000","6","226883","1","9000000"
"7","8","250","3","2","11","5","16","1338653","1500000","6","161347","1","9000000"
"7","8","250","3","2","11","6","17","1404189","1500000","6","95811","1","9000000"
"7","8","250","3","2","11","7","18","1469725","1500000","6","30275","1","9000000"
"7","8","250","3","2","11","8","19","1535261","2000000","3","464739","1","6000000"
"7","8","250","3","2","11","9","20","1600797","2000000","3","399203","1","6000000"
"7","8","250","3","2","11","10","21","1666333","2000000","3","333667","1","6000000"
"7","8","250","3","2","11","11","22","1731869","2000000","3","268131","1","6000000"
"7","8","250","3","2","11","12","23","1797405","2000000","3","202595","1","6000000"
"7","8","250","3","2","11","13","24","1862941","2000000","3","137059","1","6000000"
"7","8","250","3","2","11","14","25","1928477","2000000","3","71523","1","6000000"
"7","8","250","3","2","11","15","26","1994013","2000000","3","5987","1","6000000"
"7","8","250","3","2","11","16","27","2059549","3000000","3","940451","1","9000000"
"7","8","250","3","2","12","1","13","1142045","1500000","6","357955","1","9000000"
"7","8","250","3","2","12","2","14","1207581","1500000","6","292419","1","9000000"
"7","8","250","3","2","12","3","15","1273117","1500000","6","226883","1","9000000"
"7","8","250","3","2","12","4","16","1338653","1500000","6","161347","1","9000000"
"7","8","250","3","2","12","5","17","1404189","1500000","6","95811","1","9000000"
"7","8","250","3","2","12","6","18","1469725","1500000","6","30275","1","9000000"
"7","8","250","3","2","12","7","19","1535261","2000000","3","464739","1","6000000"
"7","8","250","3","2","12","8","20","1600797","2000000","3","399203","1","6000000"
"7","8","250","3","2","12","9","21","1666333","2000000","3","333667","1","6000000"
"7","8","250","3","2","12","10","22","1731869","2000000","3","268131","1","6000000"
"7","8","250","3","2","12","11","23","1797405","2000000","3","202595","1","6000000"
"7","8","250","3","2","12","12","24","1862941","2000000","3","137059","1","6000000"
"7","8","250","3","2","12","13","25","1928477","2000000","3","71523","1","6000000"
"7","8","250","3","2","12","14","26","1994013","2000000","3","5987","1","6000000"
"7","8","250","3","2","12","15","27","2059549","3000000","3","940451","1","9000000"
"7","8","250","3","2","12","16","28","2125085","3000000","3","874915","1","9000000"
"7","8","250","3","2","13","1","14","1207581","1500000","6","292419","1","9000000"
"7","8","250","3","2","13","2","15","1273117","1500000","6","226883","1","9000000"
"7","8","250","3","2","13","3","16","1338653","1500000","6","161347","1","9000000"
"7","8","250","3","2","13","4","17","1404189","1500000","6","95811","1","9000000"
"7","8","250","3","2","13","5","18","1469725","1500000","6","30275","1","9000000"
"7","8","250","3","2","13","6","19","1535261","2000000","3","464739","1","6000000"
"7","8","250","3","2","13","7","20","1600797","2000000","3","399203","1","6000000"
"7","8","250","3","2","13","8","21","1666333","2000000","3","333667","1","6000000"
"7","8","250","3","2","13","9","22","1731869","2000000","3","268131","1","6000000"
"7","8","250","3","2","13","10","23","1797405","2000000","3","202595","1","6000000"
"7","8","250","3","2","13","11","24","1862941","2000000","3","137059","1","6000000"
"7","8","250","3","2","13","12","25","1928477","2000000","3","71523","1","6000000"
"7","8","250","3","2","13","13","26","1994013","2000000","3","5987","1","6000000"
"7","8","250","3","2","13","14","27","2059549","3000000","3","940451","1","9000000"
"7","8","250","3","2","13","15","28","2125085","3000000","3","874915","1","9000000"
"7","8","250","3","2","13","16","29","2190621","3000000","3","809379","1","9000000"
"7","8","250","3","2","14","1","15","1273117","1500000","6","226883","1","9000000"
"7","8","250","3","2","14","2","16","1338653","1500000","6","161347","1","9000000"
"7","8","250","3","2","14","3","17","1404189","1500000","6","95811","1","9000000"
"7","8","250","3","2","14","4","18","1469725","1500000","6","30275","1","9000000"
"7","8","250","3","2","14","5","19","1535261","2000000","3","464739","1","6000000"
"7","8","250","3","2","14","6","20","1600797","2000000","3","399203","1","6000000"
"7","8","250","3","2","14","7","21","1666333","2000000","3","333667","1","6000000"
"7","8","250","3","2","14","8","22","1731869","2000000","3","268131","1","6000000"
"7","8","250","3","2","14","9","23","1797405","2000000","3","202595","1","6000000"
"7","8","250","3","2","14","10","24","1862941","2000000","3","137059","1","6000000"
"7","8","250","3","2","14","11","25","1928477","2000000","3","71523","1","6000000"
"7","8","250","3","2","14","12","26","1994013","2000000","3","5987","1","6000000"
"7","8","250","3","2","14","13","27","2059549","3000000","3","940451","1","9000000"
"7","8","250","3","2","14","14","28","2125085","3000000","3","874915","1","9000000"
"7","8","250","3","2","14","15","29","2190621","3000000","3","809379","1","9000000"
"7","8","250","3","2","14","16","30","2256157","3000000","3","743843","1","9000000"
"7","8","250","3","2","15","1","16","1338653","1500000","6","161347","1","9000000"
"7","8","250","3","2","15","2","17","1404189","1500000","6","95811","1","9000000"
"7","8","250","3","2","15","3","18","1469725","1500000","6","30275","1","9000000"
"7","8","250","3","2","15","4","19","1535261","2000000","3","464739","1","6000000"
"7","8","250","3","2","15","5","20","1600797","2000000","3","399203","1","6000000"
"7","8","250","3","2","15","6","21","1666333","2000000","3","333667","1","6000000"
"7","8","250","3","2","15","7","22","1731869","2000000","3","268131","1","6000000"
"7","8","250","3","2","15","8","23","1797405","2000000","3","202595","1","6000000"
"7","8","250","3","2","15","9","24","1862941","2000000","3","137059","1","6000000"
"7","8","250","3","2","15","10","25","1928477","2000000","3","71523","1","6000000"
"7","8","250","3","2","15","11","26","1994013","2000000","3","5987","1","6000000"
"7","8","250","3","2","15","12","27","2059549","3000000","3","940451","1","9000000"
"7","8","250","3","2","15","13","28","2125085","3000000","3","874915","1","9000000"
"7","8","250","3","2","15","14","29","2190621","3000000","3","809379","1","9000000"
"7","8","250","3","2","15","15","30","2256157","3000000","3","743843","1","9000000"
"7","8","250","3","2","15","16","31","2321693","3000000","3","678307","1","9000000"
"7","8","250","3","2","16","1","17","1404189","1500000","6","95811","1","9000000"
"7","8","250","3","2","16","2","18","1469725","1500000","6","30275","1","9000000"
"7","8","250","3","2","16","3","19","1535261","2000000","3","464739","1","6000000"
"7","8","250","3","2","16","4","20","1600797","2000000","3","399203","1","6000000"
"7","8","250","3","2","16","5","21","1666333","2000000","3","333667","1","6000000"
"7","8","250","3","2","16","6","22","1731869","2000000","3","268131","1","6000000"
"7","8","250","3","2","16","7","23","1797405","2000000","3","202595","1","6000000"
"7","8","250","3","2","16","8","24","1862941","2000000","3","137059","1","6000000"
"7","8","250","3","2","16","9","25","1928477","2000000","3","71523","1","6000000"
"7","8","250","3","2","16","10","26","1994013","2000000","3","5987","1","6000000"
"7","8","250","3","2","16","11","27","2059549","3000000","3","940451","1","9000000"
"7","8","250","3","2","16","12","28","2125085","3000000","3","874915","1","9000000"
"7","8","250","3","2","16","13","29","2190621","3000000","3","809379","1","9000000"
"7","8","250","3","2","16","14","30","2256157","3000000","3","743843","1","9000000"
"7","8","250","3","2","16","15","31","2321693","3000000","3","678307","1","9000000"
"7","8","250","3","2","16","16","32","2387229","3000000","3","612771","1","9000000"
"7","8","250","4","2","1","1","2","421149","437500","16","16351","1","7000000"
"7","8","250","4","2","1","2","3","486685","500000","4","13315","1","2000000"
"7","8","250","4","2","1","3","4","552221","562500","16","10279","1","9000000"
"7","8","250","4","2","1","4","5","617757","625000","8","7243","1","5000000"
"7","8","250","4","2","1","5","6","683293","750000","4","66707","1","3000000"
"7","8","250","4","2","1","6","7","748829","750000","4","1171","1","3000000"
"7","8","250","4","2","1","7","8","814365","875000","8","60635","1","7000000"
"7","8","250","4","2","1","8","9","879901","1000000","4","120099","1","4000000"
"7","8","250","4","2","1","9","10","945437","1000000","4","54563","1","4000000"
"7","8","250","4","2","1","10","11","1010973","1125000","8","114027","1","9000000"
"7","8","250","4","2","1","11","12","1076509","1125000","8","48491","1","9000000"
"7","8","250","4","2","1","12","13","1142045","1250000","4","107955","1","5000000"
"7","8","250","4","2","1","13","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","1","14","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","1","15","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","1","16","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","2","1","3","486685","500000","4","13315","1","2000000"
"7","8","250","4","2","2","2","4","552221","562500","16","10279","1","9000000"
"7","8","250","4","2","2","3","5","617757","625000","8","7243","1","5000000"
"7","8","250","4","2","2","4","6","683293","750000","4","66707","1","3000000"
"7","8","250","4","2","2","5","7","748829","750000","4","1171","1","3000000"
"7","8","250","4","2","2","6","8","814365","875000","8","60635","1","7000000"
"7","8","250","4","2","2","7","9","879901","1000000","4","120099","1","4000000"
"7","8","250","4","2","2","8","10","945437","1000000","4","54563","1","4000000"
"7","8","250","4","2","2","9","11","1010973","1125000","8","114027","1","9000000"
"7","8","250","4","2","2","10","12","1076509","1125000","8","48491","1","9000000"
"7","8","250","4","2","2","11","13","1142045","1250000","4","107955","1","5000000"
"7","8","250","4","2","2","12","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","2","13","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","2","14","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","2","15","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","2","16","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","3","1","4","552221","562500","16","10279","1","9000000"
"7","8","250","4","2","3","2","5","617757","625000","8","7243","1","5000000"
"7","8","250","4","2","3","3","6","683293","750000","4","66707","1","3000000"
"7","8","250","4","2","3","4","7","748829","750000","4","1171","1","3000000"
"7","8","250","4","2","3","5","8","814365","875000","8","60635","1","7000000"
"7","8","250","4","2","3","6","9","879901","1000000","4","120099","1","4000000"
"7","8","250","4","2","3","7","10","945437","1000000","4","54563","1","4000000"
"7","8","250","4","2","3","8","11","1010973","1125000","8","114027","1","9000000"
"7","8","250","4","2","3","9","12","1076509","1125000","8","48491","1","9000000"
"7","8","250","4","2","3","10","13","1142045","1250000","4","107955","1","5000000"
"7","8","250","4","2","3","11","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","3","12","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","3","13","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","3","14","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","3","15","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","3","16","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","4","1","5","617757","625000","8","7243","1","5000000"
"7","8","250","4","2","4","2","6","683293","750000","4","66707","1","3000000"
"7","8","250","4","2","4","3","7","748829","750000","4","1171","1","3000000"
"7","8","250","4","2","4","4","8","814365","875000","8","60635","1","7000000"
"7","8","250","4","2","4","5","9","879901","1000000","4","120099","1","4000000"
"7","8","250","4","2","4","6","10","945437","1000000","4","54563","1","4000000"
"7","8","250","4","2","4","7","11","1010973","1125000","8","114027","1","9000000"
"7","8","250","4","2","4","8","12","1076509","1125000","8","48491","1","9000000"
"7","8","250","4","2","4","9","13","1142045","1250000","4","107955","1","5000000"
"7","8","250","4","2","4","10","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","4","11","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","4","12","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","4","13","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","4","14","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","4","15","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","4","16","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","5","1","6","683293","750000","4","66707","1","3000000"
"7","8","250","4","2","5","2","7","748829","750000","4","1171","1","3000000"
"7","8","250","4","2","5","3","8","814365","875000","8","60635","1","7000000"
"7","8","250","4","2","5","4","9","879901","1000000","4","120099","1","4000000"
"7","8","250","4","2","5","5","10","945437","1000000","4","54563","1","4000000"
"7","8","250","4","2","5","6","11","1010973","1125000","8","114027","1","9000000"
"7","8","250","4","2","5","7","12","1076509","1125000","8","48491","1","9000000"
"7","8","250","4","2","5","8","13","1142045","1250000","4","107955","1","5000000"
"7","8","250","4","2","5","9","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","5","10","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","5","11","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","5","12","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","5","13","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","5","14","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","5","15","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","5","16","21","1666333","1750000","4","83667","1","7000000"
"7","8","250","4","2","6","1","7","748829","750000","4","1171","1","3000000"
"7","8","250","4","2","6","2","8","814365","875000","8","60635","1","7000000"
"7","8","250","4","2","6","3","9","879901","1000000","4","120099","1","4000000"
"7","8","250","4","2","6","4","10","945437","1000000","4","54563","1","4000000"
"7","8","250","4","2","6","5","11","1010973","1125000","8","114027","1","9000000"
"7","8","250","4","2","6","6","12","1076509","1125000","8","48491","1","9000000"
"7","8","250","4","2","6","7","13","1142045","1250000","4","107955","1","5000000"
"7","8","250","4","2","6","8","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","6","9","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","6","10","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","6","11","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","6","12","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","6","13","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","6","14","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","6","15","21","1666333","1750000","4","83667","1","7000000"
"7","8","250","4","2","6","16","22","1731869","1750000","4","18131","1","7000000"
"7","8","250","4","2","7","1","8","814365","875000","8","60635","1","7000000"
"7","8","250","4","2","7","2","9","879901","1000000","4","120099","1","4000000"
"7","8","250","4","2","7","3","10","945437","1000000","4","54563","1","4000000"
"7","8","250","4","2","7","4","11","1010973","1125000","8","114027","1","9000000"
"7","8","250","4","2","7","5","12","1076509","1125000","8","48491","1","9000000"
"7","8","250","4","2","7","6","13","1142045","1250000","4","107955","1","5000000"
"7","8","250","4","2","7","7","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","7","8","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","7","9","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","7","10","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","7","11","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","7","12","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","7","13","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","7","14","21","1666333","1750000","4","83667","1","7000000"
"7","8","250","4","2","7","15","22","1731869","1750000","4","18131","1","7000000"
"7","8","250","4","2","7","16","23","1797405","2000000","4","202595","1","8000000"
"7","8","250","4","2","8","1","9","879901","1000000","4","120099","1","4000000"
"7","8","250","4","2","8","2","10","945437","1000000","4","54563","1","4000000"
"7","8","250","4","2","8","3","11","1010973","1125000","8","114027","1","9000000"
"7","8","250","4","2","8","4","12","1076509","1125000","8","48491","1","9000000"
"7","8","250","4","2","8","5","13","1142045","1250000","4","107955","1","5000000"
"7","8","250","4","2","8","6","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","8","7","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","8","8","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","8","9","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","8","10","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","8","11","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","8","12","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","8","13","21","1666333","1750000","4","83667","1","7000000"
"7","8","250","4","2","8","14","22","1731869","1750000","4","18131","1","7000000"
"7","8","250","4","2","8","15","23","1797405","2000000","4","202595","1","8000000"
"7","8","250","4","2","8","16","24","1862941","2000000","4","137059","1","8000000"
"7","8","250","4","2","9","1","10","945437","1000000","4","54563","1","4000000"
"7","8","250","4","2","9","2","11","1010973","1125000","8","114027","1","9000000"
"7","8","250","4","2","9","3","12","1076509","1125000","8","48491","1","9000000"
"7","8","250","4","2","9","4","13","1142045","1250000","4","107955","1","5000000"
"7","8","250","4","2","9","5","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","9","6","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","9","7","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","9","8","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","9","9","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","9","10","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","9","11","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","9","12","21","1666333","1750000","4","83667","1","7000000"
"7","8","250","4","2","9","13","22","1731869","1750000","4","18131","1","7000000"
"7","8","250","4","2","9","14","23","1797405","2000000","4","202595","1","8000000"
"7","8","250","4","2","9","15","24","1862941","2000000","4","137059","1","8000000"
"7","8","250","4","2","9","16","25","1928477","2000000","4","71523","1","8000000"
"7","8","250","4","2","10","1","11","1010973","1125000","8","114027","1","9000000"
"7","8","250","4","2","10","2","12","1076509","1125000","8","48491","1","9000000"
"7","8","250","4","2","10","3","13","1142045","1250000","4","107955","1","5000000"
"7","8","250","4","2","10","4","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","10","5","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","10","6","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","10","7","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","10","8","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","10","9","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","10","10","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","10","11","21","1666333","1750000","4","83667","1","7000000"
"7","8","250","4","2","10","12","22","1731869","1750000","4","18131","1","7000000"
"7","8","250","4","2","10","13","23","1797405","2000000","4","202595","1","8000000"
"7","8","250","4","2","10","14","24","1862941","2000000","4","137059","1","8000000"
"7","8","250","4","2","10","15","25","1928477","2000000","4","71523","1","8000000"
"7","8","250","4","2","10","16","26","1994013","2000000","4","5987","1","8000000"
"7","8","250","4","2","11","1","12","1076509","1125000","8","48491","1","9000000"
"7","8","250","4","2","11","2","13","1142045","1250000","4","107955","1","5000000"
"7","8","250","4","2","11","3","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","11","4","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","11","5","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","11","6","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","11","7","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","11","8","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","11","9","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","11","10","21","1666333","1750000","4","83667","1","7000000"
"7","8","250","4","2","11","11","22","1731869","1750000","4","18131","1","7000000"
"7","8","250","4","2","11","12","23","1797405","2000000","4","202595","1","8000000"
"7","8","250","4","2","11","13","24","1862941","2000000","4","137059","1","8000000"
"7","8","250","4","2","11","14","25","1928477","2000000","4","71523","1","8000000"
"7","8","250","4","2","11","15","26","1994013","2000000","4","5987","1","8000000"
"7","8","250","4","2","11","16","27","2059549","2250000","4","190451","1","9000000"
"7","8","250","4","2","12","1","13","1142045","1250000","4","107955","1","5000000"
"7","8","250","4","2","12","2","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","12","3","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","12","4","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","12","5","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","12","6","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","12","7","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","12","8","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","12","9","21","1666333","1750000","4","83667","1","7000000"
"7","8","250","4","2","12","10","22","1731869","1750000","4","18131","1","7000000"
"7","8","250","4","2","12","11","23","1797405","2000000","4","202595","1","8000000"
"7","8","250","4","2","12","12","24","1862941","2000000","4","137059","1","8000000"
"7","8","250","4","2","12","13","25","1928477","2000000","4","71523","1","8000000"
"7","8","250","4","2","12","14","26","1994013","2000000","4","5987","1","8000000"
"7","8","250","4","2","12","15","27","2059549","2250000","4","190451","1","9000000"
"7","8","250","4","2","12","16","28","2125085","2250000","4","124915","1","9000000"
"7","8","250","4","2","13","1","14","1207581","1250000","4","42419","1","5000000"
"7","8","250","4","2","13","2","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","13","3","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","13","4","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","13","5","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","13","6","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","13","7","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","13","8","21","1666333","1750000","4","83667","1","7000000"
"7","8","250","4","2","13","9","22","1731869","1750000","4","18131","1","7000000"
"7","8","250","4","2","13","10","23","1797405","2000000","4","202595","1","8000000"
"7","8","250","4","2","13","11","24","1862941","2000000","4","137059","1","8000000"
"7","8","250","4","2","13","12","25","1928477","2000000","4","71523","1","8000000"
"7","8","250","4","2","13","13","26","1994013","2000000","4","5987","1","8000000"
"7","8","250","4","2","13","14","27","2059549","2250000","4","190451","1","9000000"
"7","8","250","4","2","13","15","28","2125085","2250000","4","124915","1","9000000"
"7","8","250","4","2","13","16","29","2190621","2250000","4","59379","1","9000000"
"7","8","250","4","2","14","1","15","1273117","1500000","4","226883","1","6000000"
"7","8","250","4","2","14","2","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","14","3","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","14","4","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","14","5","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","14","6","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","14","7","21","1666333","1750000","4","83667","1","7000000"
"7","8","250","4","2","14","8","22","1731869","1750000","4","18131","1","7000000"
"7","8","250","4","2","14","9","23","1797405","2000000","4","202595","1","8000000"
"7","8","250","4","2","14","10","24","1862941","2000000","4","137059","1","8000000"
"7","8","250","4","2","14","11","25","1928477","2000000","4","71523","1","8000000"
"7","8","250","4","2","14","12","26","1994013","2000000","4","5987","1","8000000"
"7","8","250","4","2","14","13","27","2059549","2250000","4","190451","1","9000000"
"7","8","250","4","2","14","14","28","2125085","2250000","4","124915","1","9000000"
"7","8","250","4","2","14","15","29","2190621","2250000","4","59379","1","9000000"
"7","8","250","4","2","14","16","30","2256157","2500000","4","243843","1","10000000"
"7","8","250","4","2","15","1","16","1338653","1500000","4","161347","1","6000000"
"7","8","250","4","2","15","2","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","15","3","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","15","4","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","15","5","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","15","6","21","1666333","1750000","4","83667","1","7000000"
"7","8","250","4","2","15","7","22","1731869","1750000","4","18131","1","7000000"
"7","8","250","4","2","15","8","23","1797405","2000000","4","202595","1","8000000"
"7","8","250","4","2","15","9","24","1862941","2000000","4","137059","1","8000000"
"7","8","250","4","2","15","10","25","1928477","2000000","4","71523","1","8000000"
"7","8","250","4","2","15","11","26","1994013","2000000","4","5987","1","8000000"
"7","8","250","4","2","15","12","27","2059549","2250000","4","190451","1","9000000"
"7","8","250","4","2","15","13","28","2125085","2250000","4","124915","1","9000000"
"7","8","250","4","2","15","14","29","2190621","2250000","4","59379","1","9000000"
"7","8","250","4","2","15","15","30","2256157","2500000","4","243843","1","10000000"
"7","8","250","4","2","15","16","31","2321693","2500000","4","178307","1","10000000"
"7","8","250","4","2","16","1","17","1404189","1500000","4","95811","1","6000000"
"7","8","250","4","2","16","2","18","1469725","1500000","4","30275","1","6000000"
"7","8","250","4","2","16","3","19","1535261","1750000","4","214739","1","7000000"
"7","8","250","4","2","16","4","20","1600797","1750000","4","149203","1","7000000"
"7","8","250","4","2","16","5","21","1666333","1750000","4","83667","1","7000000"
"7","8","250","4","2","16","6","22","1731869","1750000","4","18131","1","7000000"
"7","8","250","4","2","16","7","23","1797405","2000000","4","202595","1","8000000"
"7","8","250","4","2","16","8","24","1862941","2000000","4","137059","1","8000000"
"7","8","250","4","2","16","9","25","1928477","2000000","4","71523","1","8000000"
"7","8","250","4","2","16","10","26","1994013","2000000","4","5987","1","8000000"
"7","8","250","4","2","16","11","27","2059549","2250000","4","190451","1","9000000"
"7","8","250","4","2","16","12","28","2125085","2250000","4","124915","1","9000000"
"7","8","250","4","2","16","13","29","2190621","2250000","4","59379","1","9000000"
"7","8","250","4","2","16","14","30","2256157","2500000","4","243843","1","10000000"
"7","8","250","4","2","16","15","31","2321693","2500000","4","178307","1","10000000"
"7","8","250","4","2","16","16","32","2387229","2500000","4","112771","1","10000000"
"7","8","250","5","2","1","1","2","421149","450000","20","28851","1","9000000"
